H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.36,mixed_fbm,1000,500,5.0,0.002,full,15.54668,1.884874,15.865932
0.31,mixed_fbm,750,375,10.0,0.002667,full,24.369379,3.788889,24.466314
0.57,mixed_fbm,1500,750,10.0,0.001333,full,3.880877,0.306011,4.070237
0.31,mixed_fbm,1000,500,1.0,0.002,full,19.349298,3.209065,25.001807
0.61,mixed_fbm,1250,625,5.0,0.0016,full,4.78638,0.542951,6.29182
0.69,mixed_fbm,750,375,10.0,0.002667,full,9.285748,1.311241,11.14167
0.23,mixed_fbm,750,375,1.0,0.002667,full,40.614288,9.14988,48.404398
0.64,mixed_fbm,1000,500,5.0,0.002,full,4.978031,0.719886,7.138311
0.6,mixed_fbm,1250,625,10.0,0.0016,full,6.069426,0.546113,6.497832
0.36,mixed_fbm,1250,625,1.0,0.0016,full,9.820056,1.404522,13.996125
0.58,mixed_fbm,1500,750,5.0,0.001333,full,3.684269,0.342677,4.496966
0.69,mixed_fbm,1000,500,1.0,0.002,full,0.067459,0.133586,0.92652
0.64,mixed_fbm,1000,500,10.0,0.002,full,8.325669,0.89921,9.274883
0.29,mixed_fbm,750,375,5.0,0.002667,full,30.434901,5.020671,30.862048
0.78,mixed_fbm,750,375,1.0,0.002667,full,0.030633,0.135963,0.563957
0.71,mixed_fbm,750,375,5.0,0.002667,full,4.262185,1.054085,8.026975
0.38,mixed_fbm,1500,750,0.2,0.001333,full,0.110406,0.109073,1.324931
0.64,mixed_fbm,1250,625,1.0,0.0016,full,0.108716,0.118772,1.095902
0.3,mixed_fbm,750,375,10.0,0.002667,full,27.584812,4.396401,27.688441
0.72,mixed_fbm,750,375,5.0,0.002667,full,4.1241,1.095054,8.16509
0.22,mixed_fbm,750,375,1.0,0.002667,full,45.426824,10.522002,53.718939
0.35,mixed_fbm,1000,500,5.0,0.002,full,18.258578,2.258182,18.605872
0.3,mixed_fbm,1000,500,1.0,0.002,full,22.647148,3.801344,28.774076
0.7,mixed_fbm,750,375,10.0,0.002667,full,9.703471,1.413399,11.907728
0.42,mixed_fbm,1500,750,10.0,0.001333,full,7.002635,0.597924,7.059904
0.39,mixed_fbm,1250,625,5.0,0.0016,full,11.25968,1.141423,11.543314
0.35,mixed_fbm,1000,500,10.0,0.002,full,18.780997,2.296506,18.871132
0.63,mixed_fbm,1500,750,0.2,0.001333,full,0.000267,0.005469,0.054874
0.4,mixed_fbm,1250,625,10.0,0.0016,full,9.466281,0.928583,9.53198
0.41,mixed_fbm,1500,750,1.0,0.001333,full,3.172336,0.440302,5.361381
0.7,mixed_fbm,1000,500,1.0,0.002,full,0.062057,0.135744,0.906488
0.65,mixed_fbm,1000,500,5.0,0.002,full,5.205681,0.79077,7.756596
0.21,mixed_fbm,750,375,1.0,0.002667,full,50.62339,12.077565,59.444932
0.35,mixed_fbm,1250,625,1.0,0.0016,full,12.140438,1.729604,16.835941
0.79,mixed_fbm,750,375,1.0,0.002667,full,0.028552,0.135506,0.535133
0.28,mixed_fbm,750,375,5.0,0.002667,full,34.178466,5.791551,34.633929
0.65,mixed_fbm,1000,500,10.0,0.002,full,9.163124,1.008463,10.356068
0.62,mixed_fbm,1250,625,5.0,0.0016,full,5.261798,0.620782,7.141945
0.29,mixed_fbm,750,375,10.0,0.002667,full,31.077217,5.083427,31.18782
0.73,mixed_fbm,750,375,5.0,0.002667,full,3.954883,1.130886,8.240908
0.61,mixed_fbm,1250,625,10.0,0.0016,full,7.108431,0.646638,7.682011
0.59,mixed_fbm,1500,750,1.0,0.001333,full,0.144576,0.083328,0.970039
0.65,mixed_fbm,1250,625,1.0,0.0016,full,0.101567,0.124081,1.110183
0.41,mixed_fbm,1500,750,5.0,0.001333,full,8.657575,0.765035,8.912681
0.58,mixed_fbm,1500,750,10.0,0.001333,full,4.930544,0.391131,5.205566
0.71,mixed_fbm,750,375,10.0,0.002667,full,10.038122,1.513628,12.628314
0.2,mixed_fbm,750,375,1.0,0.002667,full,56.226066,13.840478,65.608689
0.37,mixed_fbm,1500,750,0.2,0.001333,full,0.16513,0.147809,1.762491
0.8,mixed_fbm,750,375,1.0,0.002667,full,0.026676,0.134887,0.506396
0.29,mixed_fbm,1000,500,1.0,0.002,full,26.299114,4.480973,32.909496
0.72,mixed_fbm,750,375,10.0,0.002667,full,10.281176,1.61094,13.292099
0.34,mixed_fbm,1000,500,5.0,0.002,full,21.253116,2.685155,21.628747
0.6,mixed_fbm,1500,750,1.0,0.001333,full,0.144053,0.093087,1.060023
0.71,mixed_fbm,1000,500,1.0,0.002,full,0.057002,0.137404,0.88193
0.34,mixed_fbm,1000,500,10.0,0.002,full,21.818097,2.727742,21.915478
0.27,mixed_fbm,750,375,5.0,0.002667,full,38.231519,6.663077,38.716776
0.59,mixed_fbm,1500,750,5.0,0.001333,full,4.370268,0.418266,5.469399
0.66,mixed_fbm,1000,500,5.0,0.002,full,5.360586,0.859138,8.322934
0.38,mixed_fbm,1250,625,5.0,0.0016,full,13.716851,1.414427,14.032953
0.34,mixed_fbm,1250,625,1.0,0.0016,full,14.805645,2.109775,20.029314
0.19,mixed_fbm,750,375,1.0,0.002667,full,62.259127,15.837759,72.239297
0.72,mixed_fbm,1000,500,1.0,0.002,full,0.052321,0.138619,0.853678
0.39,mixed_fbm,1250,625,10.0,0.0016,full,11.686572,1.166376,11.760607
0.36,mixed_fbm,1500,750,0.2,0.001333,full,0.243287,0.19804,2.31329
0.66,mixed_fbm,1000,500,10.0,0.002,full,9.958593,1.119958,11.43965
0.81,mixed_fbm,750,375,1.0,0.002667,full,0.024987,0.134131,0.477974
0.28,mixed_fbm,750,375,10.0,0.002667,full,34.863333,5.860056,34.981246
0.26,mixed_fbm,750,375,5.0,0.002667,full,42.613091,7.648269,43.129867
0.66,mixed_fbm,1250,625,1.0,0.0016,full,0.094212,0.128599,1.113594
0.63,mixed_fbm,1250,625,5.0,0.0016,full,5.667891,0.698597,7.967449
0.73,mixed_fbm,750,375,10.0,0.002667,full,10.426455,1.704339,13.888068
0.4,mixed_fbm,1500,750,1.0,0.001333,full,4.349488,0.587276,7.035965
0.6,mixed_fbm,1500,750,5.0,0.001333,full,5.028084,0.49724,6.469944
0.74,mixed_fbm,750,375,5.0,0.002667,full,3.761642,1.161514,8.255962
0.64,mixed_fbm,1500,750,0.2,0.001333,full,0.000247,0.005718,0.055506
0.18,mixed_fbm,750,375,1.0,0.002667,full,68.749427,18.099903,79.369139
0.62,mixed_fbm,1250,625,10.0,0.0016,full,8.16779,0.752799,8.922021
0.33,mixed_fbm,1000,500,5.0,0.002,full,24.546654,3.172513,24.951077
0.82,mixed_fbm,750,375,1.0,0.002667,full,0.023468,0.133257,0.450056
0.25,mixed_fbm,750,375,5.0,0.002667,full,47.343739,8.761946,47.894034
0.33,mixed_fbm,1000,500,10.0,0.002,full,25.154884,3.21962,25.259636
0.67,mixed_fbm,1000,500,5.0,0.002,full,5.441472,0.924154,8.827921
0.61,mixed_fbm,1500,750,1.0,0.001333,full,0.140576,0.101964,1.133433
0.27,mixed_fbm,750,375,10.0,0.002667,full,38.961162,6.737773,39.086779
0.75,mixed_fbm,750,375,5.0,0.002667,full,3.551328,1.186972,8.212973
0.33,mixed_fbm,1250,625,1.0,0.0016,full,17.837681,2.552357,23.596654
0.35,mixed_fbm,1500,750,0.2,0.001333,full,0.353492,0.262725,3.000114
0.37,mixed_fbm,1250,625,5.0,0.0016,full,16.476248,1.730783,16.824681
0.17,mixed_fbm,750,375,1.0,0.002667,full,75.726889,20.661299,87.034549
0.67,mixed_fbm,1000,500,10.0,0.002,full,10.694758,1.232769,12.512011
0.67,mixed_fbm,1250,625,1.0,0.0016,full,0.0869,0.132377,1.107333
0.4,mixed_fbm,1500,750,5.0,0.001333,full,10.949034,0.982105,11.24156
0.83,mixed_fbm,750,375,1.0,0.002667,full,0.022102,0.132285,0.422801
0.26,mixed_fbm,750,375,10.0,0.002667,full,43.390106,7.729648,43.523886
0.38,mixed_fbm,1250,625,10.0,0.0016,full,14.192512,1.443035,14.274831
0.24,mixed_fbm,750,375,5.0,0.002667,full,52.445746,10.020967,53.031863
0.65,mixed_fbm,1500,750,0.2,0.001333,full,0.000227,0.005923,0.055569
0.28,mixed_fbm,1000,500,1.0,0.002,full,30.323322,5.25948,37.427933
0.39,mixed_fbm,1500,750,1.0,0.001333,full,5.80398,0.766589,9.02029
0.74,mixed_fbm,750,375,10.0,0.002667,full,10.470596,1.792836,14.405878
0.76,mixed_fbm,750,375,5.0,0.002667,full,3.330432,1.207383,8.115655
0.41,mixed_fbm,1500,750,10.0,0.001333,full,9.041691,0.784203,9.108591
0.73,mixed_fbm,1000,500,1.0,0.002,full,0.048024,0.139436,0.822499
0.32,mixed_fbm,1000,500,5.0,0.002,full,28.156672,3.727941,28.590531
0.16,mixed_fbm,750,375,1.0,0.002667,full,83.225111,23.560712,95.276665
0.77,mixed_fbm,750,375,5.0,0.002667,full,3.104769,1.222948,7.968504
0.61,mixed_fbm,1500,750,5.0,0.001333,full,5.635183,0.57836,7.477572
0.63,mixed_fbm,1250,625,10.0,0.0016,full,9.228694,0.863821,10.204694
0.84,mixed_fbm,750,375,1.0,0.002667,full,0.020874,0.13123,0.396334
0.68,mixed_fbm,1000,500,5.0,0.002,full,5.450084,0.985079,9.262182
0.34,mixed_fbm,1500,750,0.2,0.001333,full,0.506957,0.345492,3.848955
0.36,mixed_fbm,1250,625,5.0,0.0016,full,19.555217,2.095836,19.935931
0.25,mixed_fbm,750,375,10.0,0.002667,full,48.171135,8.850559,48.313609
0.32,mixed_fbm,1000,500,10.0,0.002,full,28.809123,3.779857,28.921421
0.27,mixed_fbm,1000,500,1.0,0.002,full,34.738693,6.150014,42.350562
0.32,mixed_fbm,1250,625,1.0,0.0016,full,21.258194,3.065664,27.55885
0.62,mixed_fbm,1500,750,1.0,0.001333,full,0.134904,0.109911,1.190206
0.85,mixed_fbm,750,375,1.0,0.002667,full,0.01977,0.130109,0.370757
0.23,mixed_fbm,750,375,5.0,0.002667,full,57.943348,11.444501,58.567936
0.59,mixed_fbm,1500,750,10.0,0.001333,full,6.059203,0.484452,6.446081
0.75,mixed_fbm,750,375,10.0,0.002667,full,10.413377,1.87548,14.836237
0.66,mixed_fbm,1500,750,0.2,0.001333,full,0.000208,0.006096,0.055134
0.68,mixed_fbm,1250,625,1.0,0.0016,full,0.079811,0.135475,1.09263
0.64,mixed_fbm,1250,625,5.0,0.0016,full,5.993131,0.775284,8.751643
0.68,mixed_fbm,1000,500,10.0,0.002,full,11.354439,1.345897,13.558805
0.78,mixed_fbm,750,375,5.0,0.002667,full,2.879339,1.233928,7.776576
0.26,mixed_fbm,1000,500,1.0,0.002,full,39.565178,7.167596,47.700068
0.15,mixed_fbm,750,375,1.0,0.002667,full,91.282161,26.841868,104.142543
0.31,mixed_fbm,1000,500,5.0,0.002,full,32.101872,4.360232,32.566024
0.24,mixed_fbm,750,375,10.0,0.002667,full,53.326987,10.117426,53.478768
0.74,mixed_fbm,1000,500,1.0,0.002,full,0.044106,0.1399,0.78909
0.37,mixed_fbm,1250,625,10.0,0.0016,full,17.000467,1.763238,17.09103
0.86,mixed_fbm,750,375,1.0,0.002667,full,0.018776,0.128934,0.346147
0.6,mixed_fbm,1500,750,10.0,0.001333,full,7.248626,0.585261,7.779038
0.22,mixed_fbm,750,375,5.0,0.002667,full,63.863033,13.054331,64.529129
0.39,mixed_fbm,1500,750,5.0,0.001333,full,13.567124,1.237279,13.896773
0.38,mixed_fbm,1500,750,1.0,0.001333,full,7.567183,0.982892,11.339032
0.76,mixed_fbm,750,375,10.0,0.002667,full,10.257838,1.951385,15.17152
0.69,mixed_fbm,1000,500,5.0,0.002,full,5.390912,1.041287,9.619686
0.33,mixed_fbm,1500,750,0.2,0.001333,full,0.718036,0.450753,4.889104
0.77,mixed_fbm,750,375,10.0,0.002667,full,10.010172,2.019756,15.40531
0.31,mixed_fbm,1000,500,10.0,0.002,full,32.799834,4.417283,32.919911
0.31,mixed_fbm,1250,625,1.0,0.0016,full,25.088761,3.659164,31.937701
0.25,mixed_fbm,1000,500,1.0,0.002,full,44.823997,8.329386,53.50086
0.21,mixed_fbm,750,375,5.0,0.002667,full,70.233895,14.875187,70.94499
0.67,mixed_fbm,1500,750,0.2,0.001333,full,0.00019,0.006234,0.054271
0.14,mixed_fbm,750,375,1.0,0.002667,full,99.941598,30.554195,113.68663
0.63,mixed_fbm,1500,750,1.0,0.001333,full,0.127719,0.11692,1.230871
0.62,mixed_fbm,1500,750,5.0,0.001333,full,6.171294,0.660373,8.470884
0.75,mixed_fbm,1000,500,1.0,0.002,full,0.040553,0.140053,0.754078
0.79,mixed_fbm,750,375,5.0,0.002667,full,2.65827,1.240631,7.545283
0.87,mixed_fbm,750,375,1.0,0.002667,full,0.017881,0.127716,0.322561
0.69,mixed_fbm,1000,500,10.0,0.002,full,11.92125,1.458278,14.564701
0.69,mixed_fbm,1250,625,1.0,0.0016,full,0.073069,0.13795,1.070704
0.35,mixed_fbm,1250,625,5.0,0.0016,full,22.972231,2.515712,23.385313
0.23,mixed_fbm,750,375,10.0,0.002667,full,58.882418,11.549491,59.044208
0.3,mixed_fbm,1000,500,5.0,0.002,full,36.402291,5.079455,36.897827
0.36,mixed_fbm,1250,625,10.0,0.0016,full,20.127917,2.132342,20.226711
0.78,mixed_fbm,750,375,10.0,0.002667,full,9.67939,2.079918,15.533652
0.4,mixed_fbm,1500,750,10.0,0.001333,full,11.38937,1.004728,11.465836
0.2,mixed_fbm,750,375,5.0,0.002667,full,77.088092,16.935121,77.8482
0.7,mixed_fbm,1000,500,5.0,0.002,full,5.270734,1.092276,9.896119
0.24,mixed_fbm,1000,500,1.0,0.002,full,50.537887,9.654986,59.779308
0.65,mixed_fbm,1250,625,5.0,0.0016,full,6.229646,0.849774,9.478876
0.8,mixed_fbm,750,375,5.0,0.002667,full,2.444822,1.243398,7.280194
0.13,mixed_fbm,750,375,1.0,0.002667,full,109.253836,34.753812,123.972754
0.32,mixed_fbm,1500,750,0.2,0.001333,full,1.004789,0.583843,6.153798
0.76,mixed_fbm,1000,500,1.0,0.002,full,0.037347,0.139938,0.718015
0.37,mixed_fbm,1500,750,1.0,0.001333,full,9.669462,1.24138,14.016486
0.64,mixed_fbm,1250,625,10.0,0.0016,full,10.270937,0.978859,11.515786
0.22,mixed_fbm,750,375,10.0,0.002667,full,64.864502,13.168615,65.037107
0.3,mixed_fbm,1000,500,10.0,0.002,full,37.147408,5.142004,37.275558
0.77,mixed_fbm,1000,500,1.0,0.002,full,0.034463,0.139586,0.681388
0.38,mixed_fbm,1500,750,5.0,0.001333,full,16.530632,1.535191,16.897058
0.61,mixed_fbm,1500,750,10.0,0.001333,full,8.478831,0.692807,9.190609
0.68,mixed_fbm,1500,750,0.2,0.001333,full,0.000173,0.006344,0.053046
0.3,mixed_fbm,1250,625,1.0,0.0016,full,29.351186,4.343669,36.756067
0.19,mixed_fbm,750,375,5.0,0.002667,full,84.461418,19.265926,85.275176
0.7,mixed_fbm,1000,500,10.0,0.002,full,12.380372,1.568789,15.514156
0.21,mixed_fbm,750,375,10.0,0.002667,full,71.303011,14.999618,71.487359
0.29,mixed_fbm,1000,500,5.0,0.002,full,41.079425,5.897138,41.607692
0.12,mixed_fbm,750,375,1.0,0.002667,full,119.277969,39.5049,135.07685
0.81,mixed_fbm,750,375,5.0,0.002667,full,2.24144,1.24259,6.98768
0.7,mixed_fbm,1250,625,1.0,0.0016,full,0.066755,0.139861,1.042727
0.79,mixed_fbm,750,375,10.0,0.002667,full,9.27677,2.131336,15.554641
0.88,mixed_fbm,750,375,1.0,0.002667,full,0.017073,0.126467,0.300035
0.23,mixed_fbm,1000,500,1.0,0.002,full,56.731366,11.166781,66.564012
0.63,mixed_fbm,1500,750,5.0,0.001333,full,6.619387,0.74203,9.428757
0.71,mixed_fbm,1000,500,5.0,0.002,full,5.098027,1.137683,10.089342
0.34,mixed_fbm,1250,625,5.0,0.0016,full,26.747003,2.997437,27.192722
0.78,mixed_fbm,1000,500,1.0,0.002,full,0.031877,0.139033,0.644613
0.18,mixed_fbm,750,375,5.0,0.002667,full,92.394043,21.903612,93.266831
0.31,mixed_fbm,1500,750,0.2,0.001333,full,1.389522,0.751161,7.678364
0.72,mixed_fbm,1000,500,5.0,0.002,full,4.882318,1.177281,10.199342
0.2,mixed_fbm,750,375,10.0,0.002667,full,78.230894,17.070652,78.428052
0.35,mixed_fbm,1250,625,10.0,0.0016,full,23.593544,2.556496,23.700595
0.69,mixed_fbm,1500,750,0.2,0.001333,full,0.000157,0.006431,0.0
0.29,mixed_fbm,1000,500,10.0,0.002,full,41.873725,5.965596,42.010308
0.66,mixed_fbm,1250,625,5.0,0.0016,full,6.373585,0.92107,10.135054
0.82,mixed_fbm,750,375,5.0,0.002667,full,2.049838,1.238577,6.671683
0.39,mixed_fbm,1500,750,10.0,0.001333,full,14.063222,1.263538,14.149157
0.8,mixed_fbm,750,375,10.0,0.002667,full,8.815174,2.173636,15.468603
0.11,mixed_fbm,750,375,1.0,0.002667,full,130.084275,44.881695,147.090751
0.71,mixed_fbm,1000,500,10.0,0.002,full,12.719382,1.676268,16.391498
0.36,mixed_fbm,1500,750,1.0,0.001333,full,12.140038,1.54788,17.076632
0.65,mixed_fbm,1250,625,10.0,0.0016,full,11.273143,1.09699,12.839732
0.89,mixed_fbm,750,375,1.0,0.002667,full,0.016344,0.125194,0.278593
0.22,mixed_fbm,1000,500,1.0,0.002,full,63.431016,12.890316,73.88612
0.17,mixed_fbm,750,375,5.0,0.002667,full,100.931461,24.88897,101.86957
0.19,mixed_fbm,750,375,10.0,0.002667,full,85.684878,19.413626,85.896081
0.9,mixed_fbm,750,375,1.0,0.002667,full,0.015684,0.123907,0.258245
0.72,mixed_fbm,1000,500,10.0,0.002,full,12.929084,1.779537,17.181443
0.37,mixed_fbm,1500,750,5.0,0.001333,full,19.859478,1.881163,20.26238
0.28,mixed_fbm,1000,500,5.0,0.002,full,46.15637,6.826489,46.718992
0.83,mixed_fbm,750,375,5.0,0.002667,full,1.871098,1.231729,6.338017
0.29,mixed_fbm,1250,625,1.0,0.0016,full,34.067812,5.131546,42.038075
0.62,mixed_fbm,1500,750,10.0,0.001333,full,9.727988,0.806284,10.665849
0.81,mixed_fbm,750,375,10.0,0.002667,full,8.308295,2.206606,15.278031
0.3,mixed_fbm,1500,750,0.2,0.001333,full,1.899262,0.960329,9.502179
0.64,mixed_fbm,1500,750,1.0,0.001333,full,0.119597,0.12301,1.256386
0.7,mixed_fbm,1500,750,0.2,0.001333,full,0.000143,0.006495,-0.0
0.21,mixed_fbm,1000,500,1.0,0.002,full,70.665815,14.85471,81.779705
0.73,mixed_fbm,1000,500,5.0,0.002,full,4.633537,1.210979,10.228083
0.71,mixed_fbm,1250,625,1.0,0.0016,full,0.060912,0.141267,1.009802
0.33,mixed_fbm,1250,625,5.0,0.0016,full,30.900606,3.549081,31.379447
0.16,mixed_fbm,750,375,5.0,0.002667,full,110.125748,28.268239,111.136587
0.18,mixed_fbm,750,375,10.0,0.002667,full,93.706254,22.064687,93.932937
0.79,mixed_fbm,1000,500,1.0,0.002,full,0.029563,0.138304,0.608049
0.1,mixed_fbm,750,375,1.0,0.002667,full,141.757701,50.971477,160.127619
0.72,mixed_fbm,1250,625,1.0,0.0016,full,0.055556,0.142225,0.972951
0.34,mixed_fbm,1250,625,10.0,0.0016,full,27.417334,3.042752,27.532721
0.84,mixed_fbm,750,375,5.0,0.002667,full,1.705779,1.222407,5.991484
0.28,mixed_fbm,1000,500,10.0,0.002,full,47.002298,6.901317,47.14775
0.82,mixed_fbm,750,375,10.0,0.002667,full,7.769907,2.230207,14.987416
0.67,mixed_fbm,1250,625,5.0,0.0016,full,6.425196,0.988273,10.708122
0.85,mixed_fbm,750,375,5.0,0.002667,full,1.554021,1.210959,5.636478
0.73,mixed_fbm,1000,500,10.0,0.002,full,13.004227,1.877426,17.869616
0.2,mixed_fbm,1000,500,1.0,0.002,full,78.467507,17.093108,90.282225
0.38,mixed_fbm,1500,750,10.0,0.001333,full,17.081964,1.565273,17.177267
0.66,mixed_fbm,1250,625,10.0,0.0016,full,12.213152,1.21721,14.159661
0.29,mixed_fbm,1500,750,0.2,0.001333,full,2.566098,1.220356,11.667145
0.35,mixed_fbm,1500,750,1.0,0.001333,full,15.007005,1.908965,20.543426
0.17,mixed_fbm,750,375,10.0,0.002667,full,102.341882,25.064785,102.585726
0.36,mixed_fbm,1500,750,5.0,0.001333,full,23.574853,2.281312,24.014052
0.27,mixed_fbm,1000,500,5.0,0.002,full,51.65798,7.882641,52.256886
0.71,mixed_fbm,1500,750,0.2,0.001333,full,0.00013,0.006536,-0.0
0.72,mixed_fbm,1500,750,0.2,0.001333,full,0.000118,0.006557,-0.0
0.8,mixed_fbm,1000,500,1.0,0.002,full,0.027495,0.137432,0.571996
0.28,mixed_fbm,1250,625,1.0,0.0016,full,39.261834,6.03697,47.809418
0.15,mixed_fbm,750,375,5.0,0.002667,full,120.037212,32.093963,121.129599
0.83,mixed_fbm,750,375,10.0,0.002667,full,7.21321,2.244557,14.602991
0.09,mixed_fbm,750,375,1.0,0.002667,full,154.402824,57.879176,174.329891
0.91,mixed_fbm,750,375,1.0,0.002667,full,0.015085,0.12261,0.238988
0.86,mixed_fbm,750,375,5.0,0.002667,full,1.415643,1.197718,5.276959
0.73,mixed_fbm,1250,625,1.0,0.0016,full,0.050687,0.142784,0.9331
0.64,mixed_fbm,1500,750,5.0,0.001333,full,6.966561,0.822112,10.330943
0.65,mixed_fbm,1500,750,1.0,0.001333,full,0.111008,0.128219,1.267994
0.63,mixed_fbm,1500,750,10.0,0.001333,full,10.972418,0.924819,12.188123
0.26,mixed_fbm,1000,500,5.0,0.002,full,57.611062,9.082933,58.248513
0.16,mixed_fbm,750,375,10.0,0.002667,full,111.645522,28.460356,111.908512
0.19,mixed_fbm,1000,500,1.0,0.002,full,86.87106,19.643191,99.435096
0.27,mixed_fbm,1000,500,10.0,0.002,full,52.558442,7.964355,52.713276
0.74,mixed_fbm,1000,500,5.0,0.002,full,4.361437,1.23881,10.179275
0.81,mixed_fbm,1000,500,1.0,0.002,full,0.025648,0.136435,0.536702
0.84,mixed_fbm,750,375,10.0,0.002667,full,6.650295,2.249922,14.132411
0.14,mixed_fbm,750,375,5.0,0.002667,full,130.736628,36.426118,131.921181
0.32,mixed_fbm,1250,625,5.0,0.0016,full,35.455593,4.179913,35.968288
0.33,mixed_fbm,1250,625,10.0,0.0016,full,31.620687,3.599211,31.744544
0.28,mixed_fbm,1500,750,0.2,0.001333,full,3.427329,1.541799,14.217456
0.73,mixed_fbm,1500,750,0.2,0.001333,full,0.000107,0.006558,-0.0
0.85,mixed_fbm,750,375,10.0,0.002667,full,6.091768,2.246693,13.584393
0.27,mixed_fbm,1250,625,1.0,0.0016,full,44.957614,7.076199,54.097568
0.87,mixed_fbm,750,375,5.0,0.002667,full,1.290231,1.182999,4.916425
0.08,mixed_fbm,750,375,1.0,0.002667,full,168.151122,65.734708,189.881307
0.26,mixed_fbm,1000,500,10.0,0.002,full,58.56946,9.172113,58.734279
0.68,mixed_fbm,1250,625,5.0,0.0016,full,6.388607,1.050603,11.190001
0.25,mixed_fbm,1000,500,5.0,0.002,full,64.044591,10.447232,64.723215
0.18,mixed_fbm,1000,500,1.0,0.002,full,95.91522,22.547719,109.284413
0.34,mixed_fbm,1500,750,1.0,0.001333,full,18.297481,2.332073,24.441048
0.92,mixed_fbm,750,375,1.0,0.002667,full,0.014541,0.121312,0.220811
0.67,mixed_fbm,1250,625,10.0,0.0016,full,13.068609,1.338428,15.457468
0.15,mixed_fbm,750,375,10.0,0.002667,full,121.679602,32.304188,121.964107
0.37,mixed_fbm,1500,750,10.0,0.001333,full,20.465588,1.915267,20.570177
0.75,mixed_fbm,1000,500,5.0,0.002,full,4.075129,1.260917,10.058086
0.82,mixed_fbm,1000,500,1.0,0.002,full,0.024,0.135335,0.502369
0.74,mixed_fbm,1000,500,10.0,0.002,full,12.944013,1.968807,18.443106
0.35,mixed_fbm,1500,750,5.0,0.001333,full,27.699361,2.742677,28.17486
0.86,mixed_fbm,750,375,10.0,0.002667,full,5.546539,2.235364,12.96835
0.66,mixed_fbm,1500,750,1.0,0.001333,full,0.102314,0.132602,1.267114
0.26,mixed_fbm,1250,625,1.0,0.0016,full,51.180988,8.2679,60.93204
0.65,mixed_fbm,1500,750,5.0,0.001333,full,7.204715,0.899459,11.158716
0.17,mixed_fbm,1000,500,1.0,0.002,full,105.643209,25.855155,119.881874
0.25,mixed_fbm,1000,500,10.0,0.002,full,65.064879,10.544525,65.240381
0.14,mixed_fbm,750,375,10.0,0.002667,full,132.5176,36.656568,132.826484
0.24,mixed_fbm,1000,500,5.0,0.002,full,70.989981,11.998288,71.712812
0.07,mixed_fbm,750,375,1.0,0.002667,full,183.171922,74.705081,207.025832
0.31,mixed_fbm,1250,625,5.0,0.0016,full,40.436138,4.900587,40.983693
0.74,mixed_fbm,1250,625,1.0,0.0016,full,0.046288,0.142998,0.891082
0.83,mixed_fbm,1000,500,1.0,0.002,full,0.02253,0.134153,0.469158
0.27,mixed_fbm,1500,750,0.2,0.001333,full,4.525385,1.936948,17.200091
0.87,mixed_fbm,750,375,10.0,0.002667,full,5.021746,2.216504,12.294032
0.93,mixed_fbm,750,375,1.0,0.002667,full,0.014045,0.120013,0.203694
0.76,mixed_fbm,1000,500,5.0,0.002,full,3.782739,1.277539,9.870816
0.75,mixed_fbm,1000,500,10.0,0.002,full,12.752315,2.052632,18.891025
0.13,mixed_fbm,750,375,5.0,0.002667,full,142.308283,41.333655,143.597959
0.69,mixed_fbm,1250,625,5.0,0.0016,full,6.271314,1.107425,11.571537
0.77,mixed_fbm,1000,500,5.0,0.002,full,3.491205,1.288988,9.624571
0.33,mixed_fbm,1500,750,1.0,0.001333,full,22.037869,2.825661,28.794253
0.36,mixed_fbm,1500,750,10.0,0.001333,full,24.23547,2.319657,24.349301
0.16,mixed_fbm,1000,500,1.0,0.002,full,116.103608,29.620363,131.285977
0.24,mixed_fbm,1000,500,10.0,0.002,full,72.076724,12.104418,72.263714
0.32,mixed_fbm,1250,625,10.0,0.0016,full,36.226529,4.235177,36.359058
0.67,mixed_fbm,1500,750,1.0,0.001333,full,0.093785,0.136215,1.25525
0.84,mixed_fbm,1000,500,1.0,0.002,full,0.021217,0.132904,0.437191
0.23,mixed_fbm,1000,500,5.0,0.002,full,78.48141,13.762142,79.251936
0.76,mixed_fbm,1000,500,10.0,0.002,full,12.437539,2.127966,19.20499
0.34,mixed_fbm,1500,750,5.0,0.001333,full,32.257162,3.273362,32.769194
0.68,mixed_fbm,1250,625,10.0,0.0016,full,13.817756,1.459469,16.713982
0.64,mixed_fbm,1500,750,10.0,0.001333,full,12.186748,1.047456,13.739428
0.85,mixed_fbm,1000,500,1.0,0.002,full,0.020043,0.131601,0.40656
0.78,mixed_fbm,1000,500,5.0,0.002,full,3.206187,1.295632,9.326942
0.77,mixed_fbm,1000,500,10.0,0.002,full,12.012131,2.194022,19.379523
0.3,mixed_fbm,1250,625,5.0,0.0016,full,45.868177,5.72336,46.451898
0.25,mixed_fbm,1250,625,1.0,0.0016,full,57.959577,9.633509,68.344677
0.66,mixed_fbm,1500,750,5.0,0.001333,full,7.330903,0.972999,11.895535
0.75,mixed_fbm,1250,625,1.0,0.0016,full,0.042333,0.142908,0.847632
0.7,mixed_fbm,1250,625,5.0,0.0016,full,6.083449,1.158256,11.849729
0.13,mixed_fbm,750,375,10.0,0.002667,full,144.247325,41.58686,144.584093
0.32,mixed_fbm,1500,750,1.0,0.001333,full,26.254183,3.399371,33.628432
