H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.28,mixed_fbm,1500,750,10.0,0.001333,both,71.424379,8.633066,
0.28,mixed_fbm,1250,625,5.0,0.0016,both,58.200297,7.732422,
0.86,mixed_fbm,1000,500,5.0,0.002,both,1.477734,1.216505,
0.97,mixed_fbm,1000,500,1.0,0.002,both,0.012462,0.11006,
0.33,mixed_fbm,750,375,5.0,0.002667,both,18.220024,2.733703,
0.95,mixed_fbm,750,375,10.0,0.002667,both,1.935271,1.867741,
0.61,mixed_fbm,1250,625,10.0,0.0016,both,7.108431,0.644723,
0.98,mixed_fbm,1000,500,1.0,0.002,both,0.012135,0.107619,
0.86,mixed_fbm,1000,500,10.0,0.002,both,6.046668,2.333071,
0.34,mixed_fbm,750,375,5.0,0.002667,both,15.781908,2.319233,
0.29,mixed_fbm,1250,625,5.0,0.0016,both,51.779573,6.660772,
0.62,mixed_fbm,1250,625,10.0,0.0016,both,8.16779,0.750021,
0.87,mixed_fbm,1000,500,5.0,0.002,both,1.338728,1.203884,
0.29,mixed_fbm,1500,750,10.0,0.001333,both,63.585142,7.424059,
0.35,mixed_fbm,750,375,5.0,0.002667,both,13.563655,1.956132,
0.96,mixed_fbm,750,375,10.0,0.002667,both,1.697817,1.808131,
0.11,mixed_fbm,1250,625,1.0,0.0016,both,234.642745,70.183725,
0.63,mixed_fbm,1250,625,10.0,0.0016,both,9.228694,0.862087,
0.88,mixed_fbm,1000,500,5.0,0.002,both,1.214711,1.178634,
0.3,mixed_fbm,1250,625,5.0,0.0016,both,45.868177,5.721972,
0.87,mixed_fbm,1000,500,10.0,0.002,both,5.422971,2.303643,
0.15,mixed_fbm,1500,750,1.0,0.001333,both,202.162828,46.816773,
0.36,mixed_fbm,750,375,5.0,0.002667,both,11.553515,1.636496,
0.97,mixed_fbm,750,375,10.0,0.002667,both,1.493559,1.7473,
0.3,mixed_fbm,1500,750,10.0,0.001333,both,56.369393,6.367724,
0.64,mixed_fbm,1250,625,10.0,0.0016,both,10.270937,0.977107,
0.17,mixed_fbm,1500,750,5.0,0.001333,both,211.010457,41.434988,
0.31,mixed_fbm,1250,625,5.0,0.0016,both,40.436138,4.899032,
0.89,mixed_fbm,1000,500,5.0,0.002,both,1.104588,1.16221,
0.88,mixed_fbm,1000,500,10.0,0.002,both,4.840248,2.267353,
0.98,mixed_fbm,750,375,10.0,0.002667,both,1.325539,1.693987,
0.37,mixed_fbm,750,375,5.0,0.002667,both,9.740443,1.35679,
0.65,mixed_fbm,1250,625,10.0,0.0016,both,11.273143,1.095857,
0.32,mixed_fbm,1250,625,5.0,0.0016,both,35.455593,4.178211,
0.31,mixed_fbm,1500,750,10.0,0.001333,both,49.739478,5.444514,
0.38,mixed_fbm,750,375,5.0,0.002667,both,8.114047,1.113013,
0.9,mixed_fbm,1000,500,5.0,0.002,both,1.007267,1.142343,
0.66,mixed_fbm,1250,625,10.0,0.0016,both,12.213152,1.212339,
0.89,mixed_fbm,1000,500,10.0,0.002,both,4.301036,2.223209,
0.39,mixed_fbm,750,375,5.0,0.002667,both,6.664522,0.901313,
0.33,mixed_fbm,1250,625,5.0,0.0016,both,30.900606,3.547461,
0.4,mixed_fbm,750,375,5.0,0.002667,both,5.382592,0.718488,
0.67,mixed_fbm,1250,625,10.0,0.0016,both,13.068609,1.332805,
0.32,mixed_fbm,1500,750,10.0,0.001333,both,43.660432,4.637971,
0.91,mixed_fbm,1000,500,5.0,0.002,both,0.921703,1.120227,
0.16,mixed_fbm,1500,750,1.0,0.001333,both,184.290549,40.618097,
0.34,mixed_fbm,1250,625,5.0,0.0016,both,26.747003,2.995271,
0.41,mixed_fbm,750,375,5.0,0.002667,both,4.259456,0.562033,
0.68,mixed_fbm,1250,625,10.0,0.0016,both,13.817756,1.454696,
0.92,mixed_fbm,1000,500,5.0,0.002,both,0.846923,1.093973,
0.42,mixed_fbm,750,375,5.0,0.002667,both,3.286726,0.428883,
0.9,mixed_fbm,1000,500,10.0,0.002,both,3.806331,2.17787,
0.18,mixed_fbm,1500,750,5.0,0.001333,both,192.830584,36.006289,
0.35,mixed_fbm,1250,625,5.0,0.0016,both,22.972231,2.514468,
0.33,mixed_fbm,1500,750,10.0,0.001333,both,38.099745,3.933733,
0.12,mixed_fbm,1250,625,1.0,0.0016,both,215.027255,61.231168,
0.93,mixed_fbm,1000,500,5.0,0.002,both,0.78205,1.075165,
0.43,mixed_fbm,750,375,5.0,0.002667,both,2.45637,0.317657,
0.69,mixed_fbm,1250,625,10.0,0.0016,both,14.440404,1.577213,
0.36,mixed_fbm,1250,625,5.0,0.0016,both,19.555217,2.094017,
0.44,mixed_fbm,750,375,5.0,0.002667,both,1.760648,0.225299,
0.45,mixed_fbm,750,375,5.0,0.002667,both,1.192049,0.151794,
0.91,mixed_fbm,1000,500,10.0,0.002,both,3.355938,2.123141,
0.94,mixed_fbm,1000,500,5.0,0.002,both,0.726318,1.062078,
0.34,mixed_fbm,1500,750,10.0,0.001333,both,33.027159,3.319245,
0.46,mixed_fbm,750,375,5.0,0.002667,both,0.74322,0.094123,
0.47,mixed_fbm,750,375,5.0,0.002667,both,0.406897,0.051289,
0.7,mixed_fbm,1250,625,10.0,0.0016,both,14.919038,1.693785,
0.37,mixed_fbm,1250,625,5.0,0.0016,both,16.476248,1.729536,
0.17,mixed_fbm,1500,750,1.0,0.001333,both,167.68632,35.216852,
0.48,mixed_fbm,750,375,5.0,0.002667,both,0.175826,0.022008,
0.49,mixed_fbm,750,375,5.0,0.002667,both,0.042684,0.005254,
0.5,mixed_fbm,750,375,5.0,0.002667,both,0.0,-0.0,
0.51,mixed_fbm,750,375,5.0,0.002667,both,0.040069,0.004902,
0.19,mixed_fbm,1500,750,5.0,0.001333,both,175.97831,31.269936,
0.95,mixed_fbm,1000,500,5.0,0.002,both,0.679087,1.042025,
0.38,mixed_fbm,1250,625,5.0,0.0016,both,13.716851,1.412539,
0.35,mixed_fbm,1500,750,10.0,0.001333,both,28.414491,2.783413,
0.92,mixed_fbm,1000,500,10.0,0.002,both,2.948806,2.071631,
0.52,mixed_fbm,750,375,5.0,0.002667,both,0.154877,0.019505,
0.71,mixed_fbm,1250,625,10.0,0.0016,both,15.239955,1.80607,
0.96,mixed_fbm,1000,500,5.0,0.002,both,0.639857,1.022408,
0.53,mixed_fbm,750,375,5.0,0.002667,both,0.336024,0.04295,
0.39,mixed_fbm,1250,625,5.0,0.0016,both,11.25968,1.140058,
0.36,mixed_fbm,1500,750,10.0,0.001333,both,24.23547,2.317332,
0.54,mixed_fbm,750,375,5.0,0.002667,both,0.574671,0.073753,
0.4,mixed_fbm,1250,625,5.0,0.0016,both,9.088404,0.905271,
0.97,mixed_fbm,1000,500,5.0,0.002,both,0.608287,1.009525,
0.55,mixed_fbm,750,375,5.0,0.002667,both,0.861502,0.112409,
0.18,mixed_fbm,1500,750,1.0,0.001333,both,152.258396,30.506321,
0.93,mixed_fbm,1000,500,10.0,0.002,both,2.583346,2.010345,
0.72,mixed_fbm,1250,625,10.0,0.0016,both,15.394315,1.914445,
0.41,mixed_fbm,1250,625,5.0,0.0016,both,7.187595,0.706146,
0.56,mixed_fbm,750,375,5.0,0.002667,both,1.186713,0.157613,
0.98,mixed_fbm,1000,500,5.0,0.002,both,0.58422,0.993274,
0.37,mixed_fbm,1500,750,10.0,0.001333,both,20.465588,1.913362,
0.42,mixed_fbm,1250,625,5.0,0.0016,both,5.542619,0.537666,
0.57,mixed_fbm,750,375,5.0,0.002667,both,1.540049,0.208005,
0.13,mixed_fbm,1250,625,1.0,0.0016,both,196.867466,53.390884,
0.43,mixed_fbm,1250,625,5.0,0.0016,both,4.139515,0.396338,
0.2,mixed_fbm,1500,750,5.0,0.001333,both,160.351631,27.165631,
0.94,mixed_fbm,1000,500,10.0,0.002,both,2.257742,1.948573,
0.38,mixed_fbm,1500,750,10.0,0.001333,both,17.081964,1.563492,
0.73,mixed_fbm,1250,625,10.0,0.0016,both,15.378952,2.014556,
0.58,mixed_fbm,750,375,5.0,0.002667,both,1.910885,0.263,
0.44,mixed_fbm,1250,625,5.0,0.0016,both,2.964878,0.281652,
0.59,mixed_fbm,750,375,5.0,0.002667,both,2.288368,0.322648,
0.19,mixed_fbm,1500,750,1.0,0.001333,both,137.925921,26.408033,
0.45,mixed_fbm,1250,625,5.0,0.0016,both,2.005729,0.188793,
0.39,mixed_fbm,1500,750,10.0,0.001333,both,14.063222,1.262045,
0.46,mixed_fbm,1250,625,5.0,0.0016,both,1.24938,0.116614,
0.95,mixed_fbm,1000,500,10.0,0.002,both,1.970273,1.885021,
0.47,mixed_fbm,1250,625,5.0,0.0016,both,0.683286,0.063387,
0.74,mixed_fbm,1250,625,10.0,0.0016,both,15.196822,2.108079,
0.6,mixed_fbm,750,375,5.0,0.002667,both,2.661618,0.385497,
0.48,mixed_fbm,1250,625,5.0,0.0016,both,0.294896,0.02691,
0.4,mixed_fbm,1500,750,10.0,0.001333,both,11.38937,1.003238,
0.49,mixed_fbm,1250,625,5.0,0.0016,both,0.071488,0.006393,
0.5,mixed_fbm,1250,625,5.0,0.0016,both,0.0,-0.0,
0.61,mixed_fbm,750,375,5.0,0.002667,both,3.019999,0.450479,
0.51,mixed_fbm,1250,625,5.0,0.0016,both,0.066864,0.005985,
0.52,mixed_fbm,1250,625,5.0,0.0016,both,0.257841,0.023911,
0.62,mixed_fbm,750,375,5.0,0.002667,both,3.353439,0.516949,
0.41,mixed_fbm,1500,750,10.0,0.001333,both,9.041691,0.782949,
0.2,mixed_fbm,1500,750,1.0,0.001333,both,124.617013,22.838304,
0.21,mixed_fbm,1500,750,5.0,0.001333,both,145.860143,23.582557,
0.53,mixed_fbm,1250,625,5.0,0.0016,both,0.557881,0.052445,
0.96,mixed_fbm,1000,500,10.0,0.002,both,1.719726,1.823643,
0.75,mixed_fbm,1250,625,10.0,0.0016,both,14.856978,2.191997,
0.54,mixed_fbm,1250,625,5.0,0.0016,both,0.951005,0.090685,
0.42,mixed_fbm,1500,750,10.0,0.001333,both,7.002635,0.596806,
0.55,mixed_fbm,1250,625,5.0,0.0016,both,1.420251,0.137528,
0.43,mixed_fbm,1500,750,10.0,0.001333,both,5.25572,0.441455,
0.63,mixed_fbm,750,375,5.0,0.002667,both,3.652781,0.58413,
0.56,mixed_fbm,1250,625,5.0,0.0016,both,1.947684,0.191741,
0.21,mixed_fbm,1500,750,1.0,0.001333,both,112.267288,19.729027,
0.97,mixed_fbm,1000,500,10.0,0.002,both,1.506034,1.760177,
0.76,mixed_fbm,1250,625,10.0,0.0016,both,14.374049,2.265403,
0.44,mixed_fbm,1500,750,10.0,0.001333,both,3.785427,0.313704,
0.22,mixed_fbm,1500,750,5.0,0.001333,both,132.423009,20.461065,
0.57,mixed_fbm,1250,625,5.0,0.0016,both,2.514508,0.25287,
0.64,mixed_fbm,750,375,5.0,0.002667,both,3.910157,0.650818,
0.45,mixed_fbm,1500,750,10.0,0.001333,both,2.577105,0.21093,
0.14,mixed_fbm,1250,625,1.0,0.0016,both,180.027136,46.532703,
0.58,mixed_fbm,1250,625,5.0,0.0016,both,3.101297,0.319153,
0.65,mixed_fbm,750,375,5.0,0.002667,both,4.119318,0.716111,
0.46,mixed_fbm,1500,750,10.0,0.001333,both,1.61687,0.130462,
0.98,mixed_fbm,1000,500,10.0,0.002,both,1.331558,1.699579,
0.47,mixed_fbm,1500,750,10.0,0.001333,both,0.891498,0.070769,
0.22,mixed_fbm,1500,750,1.0,0.001333,both,100.818725,17.022855,
0.59,mixed_fbm,1250,625,5.0,0.0016,both,3.688358,0.390318,
0.77,mixed_fbm,1250,625,10.0,0.0016,both,13.767257,2.328531,
0.48,mixed_fbm,1500,750,10.0,0.001333,both,0.388324,0.030597,
0.23,mixed_fbm,1500,750,5.0,0.001333,both,119.96741,17.740581,
0.66,mixed_fbm,750,375,5.0,0.002667,both,4.275913,0.781699,
0.49,mixed_fbm,1500,750,10.0,0.001333,both,0.095125,0.007256,
0.5,mixed_fbm,1500,750,10.0,0.001333,both,0.0,0.0,
0.6,mixed_fbm,1250,625,5.0,0.0016,both,4.256244,0.465169,
0.51,mixed_fbm,1500,750,10.0,0.001333,both,0.091239,0.006873,
0.67,mixed_fbm,750,375,5.0,0.002667,both,4.377665,0.843555,
0.52,mixed_fbm,1500,750,10.0,0.001333,both,0.357176,0.027392,
0.53,mixed_fbm,1500,750,10.0,0.001333,both,0.786033,0.060872,
0.78,mixed_fbm,1250,625,10.0,0.0016,both,13.059091,2.377902,
0.23,mixed_fbm,1500,750,1.0,0.001333,both,90.218755,14.664993,
0.61,mixed_fbm,1250,625,5.0,0.0016,both,4.78638,0.541928,
0.54,mixed_fbm,1500,750,10.0,0.001333,both,1.365745,0.106097,
0.68,mixed_fbm,750,375,5.0,0.002667,both,4.424419,0.902317,
0.24,mixed_fbm,1500,750,5.0,0.001333,both,108.427329,15.372194,
0.62,mixed_fbm,1250,625,5.0,0.0016,both,5.261798,0.619078,
0.55,mixed_fbm,1500,750,10.0,0.001333,both,2.083764,0.162382,
0.69,mixed_fbm,750,375,5.0,0.002667,both,4.418051,0.957097,
0.24,mixed_fbm,1500,750,1.0,0.001333,both,80.419533,12.611954,
0.56,mixed_fbm,1500,750,10.0,0.001333,both,2.926856,0.228576,
0.79,mixed_fbm,1250,625,10.0,0.0016,both,12.273809,2.421428,
0.63,mixed_fbm,1250,625,5.0,0.0016,both,5.667891,0.697462,
0.7,mixed_fbm,750,375,5.0,0.002667,both,4.36225,1.007708,
0.15,mixed_fbm,1250,625,1.0,0.0016,both,164.392138,40.527065,
0.57,mixed_fbm,1500,750,10.0,0.001333,both,3.880877,0.304552,
0.25,mixed_fbm,1500,750,5.0,0.001333,both,97.742594,13.303672,
0.64,mixed_fbm,1250,625,5.0,0.0016,both,5.993131,0.773531,
0.25,mixed_fbm,1500,750,1.0,0.001333,both,71.377332,10.824775,
0.58,mixed_fbm,1500,750,10.0,0.001333,both,4.930544,0.389492,
0.8,mixed_fbm,1250,625,10.0,0.0016,both,11.435927,2.447883,
0.71,mixed_fbm,750,375,5.0,0.002667,both,4.262185,1.05365,
0.65,mixed_fbm,1250,625,5.0,0.0016,both,6.229646,0.847718,
0.59,mixed_fbm,1500,750,10.0,0.001333,both,6.059203,0.482483,
0.26,mixed_fbm,1500,750,5.0,0.001333,both,87.858117,11.499259,
0.6,mixed_fbm,1500,750,10.0,0.001333,both,7.248626,0.581874,
0.26,mixed_fbm,1500,750,1.0,0.001333,both,63.052028,9.270243,
0.72,mixed_fbm,750,375,5.0,0.002667,both,4.1241,1.094415,
0.66,mixed_fbm,1250,625,5.0,0.0016,both,6.373585,0.91966,
0.81,mixed_fbm,1250,625,10.0,0.0016,both,10.56888,2.467124,
0.61,mixed_fbm,1500,750,10.0,0.001333,both,8.478831,0.690276,
0.73,mixed_fbm,750,375,5.0,0.002667,both,3.954883,1.130278,
0.27,mixed_fbm,1500,750,5.0,0.001333,both,78.72328,9.923565,
0.27,mixed_fbm,1500,750,1.0,0.001333,both,55.406648,7.915576,
0.16,mixed_fbm,1250,625,1.0,0.0016,both,149.865386,35.272513,
0.67,mixed_fbm,1250,625,5.0,0.0016,both,6.425196,0.987081,
0.74,mixed_fbm,750,375,5.0,0.002667,both,3.761642,1.160504,
0.62,mixed_fbm,1500,750,10.0,0.001333,both,9.727988,0.803652,
0.82,mixed_fbm,1250,625,10.0,0.0016,both,9.693946,2.469801,
0.68,mixed_fbm,1250,625,5.0,0.0016,both,6.388607,1.049141,
0.28,mixed_fbm,1500,750,5.0,0.001333,both,70.291428,8.548147,
0.63,mixed_fbm,1500,750,10.0,0.001333,both,10.972418,0.922046,
0.28,mixed_fbm,1500,750,1.0,0.001333,both,48.406952,6.740741,
0.75,mixed_fbm,750,375,5.0,0.002667,both,3.551328,1.186037,
0.83,mixed_fbm,1250,625,10.0,0.0016,both,8.829517,2.459944,
0.69,mixed_fbm,1250,625,5.0,0.0016,both,6.271314,1.105796,
0.76,mixed_fbm,750,375,5.0,0.002667,both,3.330432,1.206816,
0.64,mixed_fbm,1500,750,10.0,0.001333,both,12.186748,1.043819,
0.29,mixed_fbm,1500,750,5.0,0.001333,both,62.519455,7.345402,
0.29,mixed_fbm,1500,750,1.0,0.001333,both,42.021045,5.718508,
0.77,mixed_fbm,750,375,5.0,0.002667,both,3.104769,1.221598,
0.7,mixed_fbm,1250,625,5.0,0.0016,both,6.083449,1.156208,
0.84,mixed_fbm,1250,625,10.0,0.0016,both,7.990697,2.454754,
0.17,mixed_fbm,1250,625,1.0,0.0016,both,136.363159,30.675948,
0.65,mixed_fbm,1500,750,10.0,0.001333,both,13.344264,1.16993,
0.3,mixed_fbm,1500,750,5.0,0.001333,both,55.367452,6.296193,
0.3,mixed_fbm,1500,750,1.0,0.001333,both,36.21899,4.831222,
0.78,mixed_fbm,750,375,5.0,0.002667,both,2.879339,1.233341,
0.66,mixed_fbm,1500,750,10.0,0.001333,both,14.417497,1.296929,
0.71,mixed_fbm,1250,625,5.0,0.0016,both,5.836912,1.201338,
0.85,mixed_fbm,1250,625,10.0,0.0016,both,7.18921,2.431502,
0.79,mixed_fbm,750,375,5.0,0.002667,both,2.65827,1.239875,
0.31,mixed_fbm,1500,750,5.0,0.001333,both,48.798407,5.380335,
0.31,mixed_fbm,1500,750,1.0,0.001333,both,30.972427,4.061947,
0.18,mixed_fbm,1250,625,1.0,0.0016,both,123.812407,26.651361,
0.72,mixed_fbm,1250,625,5.0,0.0016,both,5.544468,1.238592,
0.67,mixed_fbm,1500,750,10.0,0.001333,both,15.379073,1.426642,
0.8,mixed_fbm,750,375,5.0,0.002667,both,2.444822,1.242149,
0.32,mixed_fbm,1500,750,1.0,0.001333,both,26.254183,3.396894,
0.32,mixed_fbm,1500,750,5.0,0.001333,both,42.777949,4.579721,
0.86,mixed_fbm,1250,625,10.0,0.0016,both,6.433545,2.400025,
0.81,mixed_fbm,750,375,5.0,0.002667,both,2.24144,1.239429,
0.73,mixed_fbm,1250,625,5.0,0.0016,both,5.218915,1.270368,
0.68,mixed_fbm,1500,750,10.0,0.001333,both,16.202823,1.553179,
0.33,mixed_fbm,1500,750,1.0,0.001333,both,22.037869,2.822975,
0.33,mixed_fbm,1500,750,5.0,0.001333,both,37.274117,3.879378,
0.19,mixed_fbm,1250,625,1.0,0.0016,both,112.148736,23.139036,
0.87,mixed_fbm,1250,625,10.0,0.0016,both,5.729274,2.361535,
0.74,mixed_fbm,1250,625,5.0,0.0016,both,4.872377,1.293151,
0.69,mixed_fbm,1500,750,10.0,0.001333,both,16.865112,1.674678,
0.82,mixed_fbm,750,375,5.0,0.002667,both,2.049838,1.237553,
0.34,mixed_fbm,1500,750,5.0,0.001333,both,32.257162,3.271244,
0.34,mixed_fbm,1500,750,1.0,0.001333,both,18.297481,2.330217,
0.83,mixed_fbm,750,375,5.0,0.002667,both,1.871098,1.228975,
0.35,mixed_fbm,1500,750,1.0,0.001333,both,15.007005,1.906259,
0.88,mixed_fbm,1250,625,10.0,0.0016,both,5.079468,2.313507,
0.35,mixed_fbm,1500,750,5.0,0.001333,both,27.699361,2.740906,
0.75,mixed_fbm,1250,625,5.0,0.0016,both,4.515779,1.314182,
0.2,mixed_fbm,1250,625,1.0,0.0016,both,101.314888,20.068372,
0.7,mixed_fbm,1500,750,10.0,0.001333,both,17.346289,1.802289,
0.36,mixed_fbm,1500,750,1.0,0.001333,both,12.140038,1.546181,
0.76,mixed_fbm,1250,625,5.0,0.0016,both,4.158515,1.319181,
0.36,mixed_fbm,1500,750,5.0,0.001333,both,23.574853,2.279138,
0.89,mixed_fbm,1250,625,10.0,0.0016,both,4.485158,2.262195,
0.84,mixed_fbm,750,375,5.0,0.002667,both,1.705779,1.220663,
0.71,mixed_fbm,1500,750,10.0,0.001333,both,17.632115,1.916048,
0.37,mixed_fbm,1500,750,1.0,0.001333,both,9.669462,1.239593,
0.37,mixed_fbm,1500,750,5.0,0.001333,both,19.859478,1.879448,
0.85,mixed_fbm,750,375,5.0,0.002667,both,1.554021,1.208937,
0.21,mixed_fbm,1250,625,1.0,0.0016,both,91.259562,17.384089,
0.77,mixed_fbm,1250,625,5.0,0.0016,both,3.808285,1.334485,
0.9,mixed_fbm,1250,625,10.0,0.0016,both,3.945792,2.214797,
0.38,mixed_fbm,1500,750,1.0,0.001333,both,7.567183,0.981203,
0.38,mixed_fbm,1500,750,5.0,0.001333,both,16.530632,1.533248,
0.86,mixed_fbm,750,375,5.0,0.002667,both,1.415643,1.19013,
0.72,mixed_fbm,1500,750,10.0,0.001333,both,17.714989,2.026858,
0.39,mixed_fbm,1500,750,5.0,0.001333,both,13.567124,1.235695,
0.78,mixed_fbm,1250,625,5.0,0.0016,both,3.471086,1.33695,
0.39,mixed_fbm,1500,750,1.0,0.001333,both,5.80398,0.765214,
0.22,mixed_fbm,1250,625,1.0,0.0016,both,81.936498,15.037814,
0.91,mixed_fbm,1250,625,10.0,0.0016,both,3.459671,2.156016,
0.87,mixed_fbm,750,375,5.0,0.002667,both,1.290231,1.18079,
0.4,mixed_fbm,1500,750,5.0,0.001333,both,10.949034,0.980269,
0.4,mixed_fbm,1500,750,1.0,0.001333,both,4.349488,0.585499,
0.73,mixed_fbm,1500,750,10.0,0.001333,both,17.594781,2.132064,
0.41,mixed_fbm,1500,750,5.0,0.001333,both,8.657575,0.763529,
0.79,mixed_fbm,1250,625,5.0,0.0016,both,3.151312,1.336139,
0.41,mixed_fbm,1500,750,1.0,0.001333,both,3.172336,0.438464,
0.23,mixed_fbm,1250,625,1.0,0.0016,both,73.303753,12.987665,
0.88,mixed_fbm,750,375,5.0,0.002667,both,1.177211,1.164826,
0.92,mixed_fbm,1250,625,10.0,0.0016,both,3.024343,2.09443,
0.42,mixed_fbm,1500,750,5.0,0.001333,both,6.674952,0.580805,
0.42,mixed_fbm,1500,750,1.0,0.001333,both,2.240466,0.31991,
0.43,mixed_fbm,1500,750,5.0,0.001333,both,4.984213,0.428344,
0.8,mixed_fbm,1250,625,5.0,0.0016,both,2.851928,1.328807,
0.89,mixed_fbm,750,375,5.0,0.002667,both,1.075909,1.147693,
0.43,mixed_fbm,1500,750,1.0,0.001333,both,1.521609,0.225549,
0.74,mixed_fbm,1500,750,10.0,0.001333,both,17.279105,2.224978,
0.24,mixed_fbm,1250,625,1.0,0.0016,both,65.323108,11.196839,
0.93,mixed_fbm,1250,625,10.0,0.0016,both,2.636951,2.029791,
0.44,mixed_fbm,1500,750,5.0,0.001333,both,3.5691,0.303611,
0.44,mixed_fbm,1500,750,1.0,0.001333,both,0.983898,0.152345,
0.9,mixed_fbm,750,375,5.0,0.002667,both,0.985605,1.126972,
0.45,mixed_fbm,1500,750,5.0,0.001333,both,2.413883,0.20342,
0.81,mixed_fbm,1250,625,5.0,0.0016,both,2.574678,1.321636,
0.45,mixed_fbm,1500,750,1.0,0.001333,both,0.596578,0.09693,
0.46,mixed_fbm,1500,750,5.0,0.001333,both,1.503188,0.125512,
0.46,mixed_fbm,1500,750,1.0,0.001333,both,0.330713,0.05502,
0.25,mixed_fbm,1250,625,1.0,0.0016,both,57.959577,9.631806,
0.47,mixed_fbm,1500,750,5.0,0.001333,both,0.821817,0.068189,
0.75,mixed_fbm,1500,750,10.0,0.001333,both,16.782953,2.306964,
0.47,mixed_fbm,1500,750,1.0,0.001333,both,0.159858,0.028306,
0.48,mixed_fbm,1500,750,5.0,0.001333,both,0.354542,0.029066,
0.91,mixed_fbm,750,375,5.0,0.002667,both,0.905575,1.111084,
0.94,mixed_fbm,1250,625,10.0,0.0016,both,2.294558,1.969492,
0.49,mixed_fbm,1500,750,5.0,0.001333,both,0.085906,0.006723,
0.48,mixed_fbm,1500,750,1.0,0.001333,both,0.060582,0.011226,
0.5,mixed_fbm,1500,750,5.0,0.001333,both,0.0,-0.0,
0.49,mixed_fbm,1500,750,1.0,0.001333,both,0.012818,0.002182,
0.5,mixed_fbm,1500,750,1.0,0.001333,both,0.0,0.0,
0.51,mixed_fbm,1500,750,5.0,0.001333,both,0.080249,0.006253,
0.51,mixed_fbm,1500,750,1.0,0.001333,both,0.008991,0.001496,
0.52,mixed_fbm,1500,750,5.0,0.001333,both,0.309202,0.025439,
0.52,mixed_fbm,1500,750,1.0,0.001333,both,0.029837,0.00745,
0.82,mixed_fbm,1250,625,5.0,0.0016,both,2.320314,1.309721,
0.92,mixed_fbm,750,375,5.0,0.002667,both,0.835118,1.089132,
0.53,mixed_fbm,1500,750,1.0,0.001333,both,0.055384,0.015502,
0.53,mixed_fbm,1500,750,5.0,0.001333,both,0.668348,0.056135,
0.26,mixed_fbm,1250,625,1.0,0.0016,both,51.180988,8.266716,
0.95,mixed_fbm,1250,625,10.0,0.0016,both,1.99448,1.898008,
0.54,mixed_fbm,1500,750,1.0,0.001333,both,0.08082,0.025637,
0.76,mixed_fbm,1500,750,10.0,0.001333,both,16.12769,2.379795,
0.54,mixed_fbm,1500,750,5.0,0.001333,both,1.137978,0.097156,
0.55,mixed_fbm,1500,750,1.0,0.001333,both,0.103204,0.036324,
0.55,mixed_fbm,1500,750,5.0,0.001333,both,1.69711,0.147106,
0.83,mixed_fbm,1250,625,5.0,0.0016,both,2.088814,1.295146,
0.56,mixed_fbm,1500,750,1.0,0.001333,both,0.121,0.047772,
0.93,mixed_fbm,750,375,5.0,0.002667,both,0.773586,1.075119,
0.56,mixed_fbm,1500,750,5.0,0.001333,both,2.323524,0.205023,
0.27,mixed_fbm,1250,625,1.0,0.0016,both,44.957614,7.074867,
0.96,mixed_fbm,1250,625,10.0,0.0016,both,1.734688,1.832997,
0.57,mixed_fbm,1500,750,1.0,0.001333,both,0.133675,0.059427,
0.57,mixed_fbm,1500,750,5.0,0.001333,both,2.993926,0.270219,
0.77,mixed_fbm,1500,750,10.0,0.001333,both,15.339522,2.439702,
0.94,mixed_fbm,750,375,5.0,0.002667,both,0.720405,1.050611,
0.58,mixed_fbm,1500,750,1.0,0.001333,both,0.141358,0.068701,
0.84,mixed_fbm,1250,625,5.0,0.0016,both,1.879575,1.278664,
0.58,mixed_fbm,1500,750,5.0,0.001333,both,3.684269,0.341071,
0.59,mixed_fbm,1500,750,1.0,0.001333,both,0.144576,0.080305,
0.97,mixed_fbm,1250,625,10.0,0.0016,both,1.51444,1.766157,
0.28,mixed_fbm,1250,625,1.0,0.0016,both,39.261834,6.035558,
0.6,mixed_fbm,1500,750,1.0,0.001333,both,0.144053,0.086853,
0.95,mixed_fbm,750,375,5.0,0.002667,both,0.675093,1.040029,
0.59,mixed_fbm,1500,750,5.0,0.001333,both,4.370268,0.416134,
0.78,mixed_fbm,1500,750,10.0,0.001333,both,14.447638,2.485898,
0.85,mixed_fbm,1250,625,5.0,0.0016,both,1.691591,1.257187,
0.96,mixed_fbm,750,375,5.0,0.002667,both,0.63728,1.020087,
0.98,mixed_fbm,1250,625,10.0,0.0016,both,1.335551,1.70121,
0.61,mixed_fbm,1500,750,1.0,0.001333,both,0.140576,0.098438,
0.6,mixed_fbm,1500,750,5.0,0.001333,both,5.028084,0.495566,
0.97,mixed_fbm,750,375,5.0,0.002667,both,0.60673,1.003789,
0.29,mixed_fbm,1250,625,1.0,0.0016,both,34.067812,5.130332,
0.62,mixed_fbm,1500,750,1.0,0.001333,both,0.134904,0.10625,
0.98,mixed_fbm,750,375,5.0,0.002667,both,0.583369,0.994178,
0.61,mixed_fbm,1500,750,5.0,0.001333,both,5.635183,0.576296,
0.86,mixed_fbm,1250,625,5.0,0.0016,both,1.523591,1.238542,
0.63,mixed_fbm,1500,750,1.0,0.001333,both,0.127719,0.112966,
0.79,mixed_fbm,1500,750,10.0,0.001333,both,13.482256,2.521063,
